scenario,seed,decoder,direct_feasible,violations,kept_pref,decode_ms,repair_success,repair_core,repair_expansions,repair_ms,end2end_ms
S2,75,utility,0,9,0.7222,0.1276,1,9,0,0.6273,0.755
S2,75,greedy_fc,0,7,0.8333,0.0402,1,12,1,0.9218,0.9619
S2,75,fc_search,1,0,0.5,10.1923,1,0,0,0.0,10.1923
S2,75,min_conflict,0,2,0.6667,3.0929,1,13,2,1.4314,4.5243
S2,76,utility,0,8,0.7222,0.1243,1,13,0,1.5659,1.6902
S2,76,greedy_fc,0,6,0.6667,0.0443,1,8,0,0.7191,0.7634
S2,76,fc_search,1,0,0.3889,22.6792,1,0,0,0.0,22.6792
S2,76,min_conflict,1,0,0.3333,0.2976,1,0,0,0.0,0.2976
S2,77,utility,0,2,0.5556,0.1259,1,4,0,0.6594,0.7853
S2,77,greedy_fc,0,9,0.9444,0.0397,1,11,1,0.7242,0.764
S2,77,fc_search,1,0,0.4444,0.1252,1,0,0,0.0,0.1252
S2,77,min_conflict,1,0,0.4444,0.2002,1,0,0,0.0,0.2002
S2,78,utility,0,3,0.5556,0.1596,1,5,0,0.9336,1.0931
S2,78,greedy_fc,0,5,0.7778,0.0391,1,11,2,1.6169,1.6559
S2,78,fc_search,1,0,0.5,0.4243,1,0,0,0.0,0.4243
S2,78,min_conflict,1,0,0.5,0.2654,1,0,0,0.0,0.2654
S2,79,utility,0,6,0.8333,0.1179,1,7,0,0.9661,1.084
S2,79,greedy_fc,0,4,0.7778,0.0399,1,5,0,0.5604,0.6002
S2,79,fc_search,1,0,0.6111,0.3849,1,0,0,0.0,0.3849
S2,79,min_conflict,1,0,0.6111,0.2606,1,0,0,0.0,0.2606
S2,80,utility,0,6,0.7778,0.1195,1,9,0,0.7085,0.828
S2,80,greedy_fc,0,5,0.7778,0.0375,1,12,1,1.6007,1.6382
S2,80,fc_search,1,0,0.4444,0.1563,1,0,0,0.0,0.1563
S2,80,min_conflict,1,0,0.5,0.3016,1,0,0,0.0,0.3016
S2,81,utility,0,8,0.9444,0.0993,1,12,0,1.0094,1.1086
S2,81,greedy_fc,0,4,0.7222,0.0415,1,6,0,0.6204,0.6619
S2,81,fc_search,1,0,0.3889,0.0947,1,0,0,0.0,0.0947
S2,81,min_conflict,0,1,0.6111,2.8467,1,2,0,0.423,3.2696
S2,82,utility,0,5,0.7222,0.1435,1,9,0,0.9473,1.0908
S2,82,greedy_fc,0,5,0.7222,0.0413,1,11,1,1.6908,1.7321
S2,82,fc_search,1,0,0.5,29.6665,1,0,0,0.0,29.6665
S2,82,min_conflict,1,0,0.5,0.2665,1,0,0,0.0,0.2665
S2,83,utility,0,2,0.7222,0.1318,1,4,0,0.6331,0.765
S2,83,greedy_fc,0,7,0.9444,0.0362,1,10,2,1.4586,1.4947
S2,83,fc_search,1,0,0.6111,0.11,1,0,0,0.0,0.11
S2,83,min_conflict,1,0,0.6111,0.2098,1,0,0,0.0,0.2098
S2,84,utility,0,5,0.7778,0.1221,1,10,0,1.2163,1.3383
S2,84,greedy_fc,0,7,0.6667,0.0396,1,7,0,0.7566,0.7962
S2,84,fc_search,1,0,0.5,0.0862,1,0,0,0.0,0.0862
S2,84,min_conflict,1,0,0.5,0.2178,1,0,0,0.0,0.2178
S2,85,utility,0,9,0.7222,0.1186,1,12,0,1.6276,1.7462
S2,85,greedy_fc,0,7,0.7778,0.0393,1,14,2,1.7013,1.7406
S2,85,fc_search,1,0,0.4444,0.8528,1,0,0,0.0,0.8528
S2,85,min_conflict,0,1,0.3889,2.8526,1,5,2,0.7018,3.5544
S2,86,utility,0,1,0.5556,0.1558,1,2,0,0.5874,0.7432
S2,86,greedy_fc,0,6,0.7778,0.0374,1,8,1,1.0275,1.0649
S2,86,fc_search,1,0,0.5,0.1723,1,0,0,0.0,0.1723
S2,86,min_conflict,1,0,0.5,0.2137,1,0,0,0.0,0.2137
S2,87,utility,0,4,0.6111,0.1238,1,7,0,1.1944,1.3183
S2,87,greedy_fc,0,5,0.7778,0.0384,1,6,0,0.5669,0.6053
S2,87,fc_search,1,0,0.5,0.0859,1,0,0,0.0,0.0859
S2,87,min_conflict,1,0,0.4444,0.2203,1,0,0,0.0,0.2203
S2,88,utility,0,7,0.6111,0.1473,1,8,0,0.7218,0.8691
S2,88,greedy_fc,0,5,0.6667,0.0376,1,9,2,1.1185,1.1561
S2,88,fc_search,1,0,0.5,0.4275,1,0,0,0.0,0.4275
S2,88,min_conflict,1,0,0.5,0.2508,1,0,0,0.0,0.2508
S2,89,utility,0,2,0.5,0.1273,1,4,0,0.795,0.9223
S2,89,greedy_fc,0,7,0.7778,0.0406,1,14,1,0.9923,1.0329
S2,89,fc_search,1,0,0.4444,0.1444,1,0,0,0.0,0.1444
S2,89,min_conflict,1,0,0.3889,0.2037,1,0,0,0.0,0.2037
S2,90,utility,0,8,0.8889,0.1198,1,10,0,1.0607,1.1805
S2,90,greedy_fc,0,7,0.7222,0.044,1,9,0,0.8464,0.8903
S2,90,fc_search,1,0,0.6667,0.1131,1,0,0,0.0,0.1131
S2,90,min_conflict,0,1,0.6111,2.7002,1,3,1,0.4758,3.176
S2,91,utility,0,6,0.7222,0.1598,1,9,0,1.3347,1.4944
S2,91,greedy_fc,0,5,0.6667,0.0376,1,6,0,0.4822,0.5198
S2,91,fc_search,1,0,0.5,0.1475,1,0,0,0.0,0.1475
S2,91,min_conflict,1,0,0.4444,0.2407,1,0,0,0.0,0.2407
S3,42,utility,0,6,0.8,0.149,1,8,0,0.7684,0.9173
S3,42,greedy_fc,0,4,0.75,0.0428,1,14,2,1.1956,1.2384
S3,42,fc_search,1,0,0.65,0.096,1,0,0,0.0,0.096
S3,42,min_conflict,1,0,0.65,0.3313,1,0,0,0.0,0.3313
S3,43,utility,0,11,0.85,0.134,1,16,0,1.9139,2.0479
S3,43,greedy_fc,0,3,0.65,0.0423,1,6,1,0.9312,0.9736
S3,43,fc_search,1,0,0.55,2.1228,1,0,0,0.0,2.1228
S3,43,min_conflict,1,0,0.45,0.326,1,0,0,0.0,0.326
S3,44,utility,0,12,0.95,0.1062,1,15,0,1.4229,1.5291
S3,44,greedy_fc,0,4,0.75,0.0429,1,6,0,0.738,0.7809
S3,44,fc_search,1,0,0.55,0.0962,1,0,0,0.0,0.0962
S3,44,min_conflict,0,1,0.6,3.0274,1,3,1,0.4922,3.5196
S3,45,utility,0,9,0.85,0.1785,1,11,0,1.164,1.3425
S3,45,greedy_fc,0,4,0.8,0.0446,1,7,0,0.5478,0.5924
S3,45,fc_search,0,4,0.8,50.1032,1,7,0,0.6109,50.7141
S3,45,min_conflict,0,1,0.5,3.0906,1,11,2,1.2252,4.3158
S3,46,utility,0,6,0.85,0.1683,1,10,0,0.9726,1.1409
S3,46,greedy_fc,0,1,0.7,0.041,1,2,0,0.3993,0.4403
S3,46,fc_search,1,0,0.65,0.091,1,0,0,0.0,0.091
S3,46,min_conflict,1,0,0.55,0.347,1,0,0,0.0,0.347
S3,47,utility,0,2,0.65,0.1775,1,4,0,0.9766,1.1541
S3,47,greedy_fc,0,5,0.7,0.046,1,12,2,1.0898,1.1358
S3,47,fc_search,0,5,0.7,50.127,1,12,2,1.1029,51.2299
S3,47,min_conflict,1,0,0.55,0.2646,1,0,0,0.0,0.2646
S3,48,utility,0,10,0.8,0.1194,1,13,0,1.5724,1.6918
S3,48,greedy_fc,0,6,0.75,0.0461,1,16,2,2.2551,2.3012
S3,48,fc_search,1,0,0.5,0.6887,1,0,0,0.0,0.6887
S3,48,min_conflict,1,0,0.5,0.317,1,0,0,0.0,0.317
S3,49,utility,0,4,0.6,0.1389,1,7,0,0.8389,0.9778
S3,49,greedy_fc,0,4,0.65,0.0461,1,6,1,0.6998,0.7459
S3,49,fc_search,1,0,0.5,0.2879,1,0,0,0.0,0.2879
S3,49,min_conflict,1,0,0.45,0.2599,1,0,0,0.0,0.2599
S3,50,utility,0,9,0.9,0.1655,1,12,0,1.1934,1.3589
S3,50,greedy_fc,0,4,0.75,0.0444,1,8,1,1.4376,1.482
S3,50,fc_search,1,0,0.6,6.0014,1,0,0,0.0,6.0014
S3,50,min_conflict,0,1,0.6,3.4861,1,11,4,1.395,4.8811
S3,51,utility,0,6,0.75,0.1676,1,9,0,0.7745,0.9421
S3,51,greedy_fc,0,10,0.8,0.0464,1,16,1,1.5482,1.5947
S3,51,fc_search,1,0,0.65,0.1435,1,0,0,0.0,0.1435
S3,51,min_conflict,1,0,0.6,0.4139,1,0,0,0.0,0.4139
S3,52,utility,0,15,0.95,0.1035,1,18,0,2.8254,2.9288
S3,52,greedy_fc,0,2,0.6,0.0451,1,4,0,0.4548,0.5
S3,52,fc_search,1,0,0.5,0.1806,1,0,0,0.0,0.1806
S3,52,min_conflict,1,0,0.4,0.3449,1,0,0,0.0,0.3449
S3,53,utility,0,7,0.8,0.1483,1,11,0,1.9651,2.1134
S3,53,greedy_fc,0,6,0.7,0.0427,1,8,0,0.7378,0.7805
S3,53,fc_search,1,0,0.55,0.691,1,0,0,0.0,0.691
S3,53,min_conflict,1,0,0.55,0.3093,1,0,0,0.0,0.3093
S3,54,utility,0,9,0.85,0.1383,1,13,0,1.7492,1.8874
S3,54,greedy_fc,0,3,0.6,0.0407,1,4,0,0.5067,0.5475
S3,54,fc_search,1,0,0.45,0.1106,1,0,0,0.0,0.1106
S3,54,min_conflict,0,1,0.6,3.0685,1,10,2,1.1861,4.2546
S3,55,utility,0,12,0.85,0.1706,1,15,0,1.9982,2.1687
S3,55,greedy_fc,0,3,0.7,0.0479,1,6,1,0.662,0.7099
S3,55,fc_search,1,0,0.5,0.3134,1,0,0,0.0,0.3134
S3,55,min_conflict,1,0,0.5,0.4862,1,0,0,0.0,0.4862
S3,56,utility,0,11,0.8,0.1337,1,14,0,2.0901,2.2238
S3,56,greedy_fc,0,4,0.65,0.0489,1,8,2,1.0438,1.0928
S3,56,fc_search,1,0,0.45,0.1304,1,0,0,0.0,0.1304
S3,56,min_conflict,0,1,0.45,3.0347,1,6,3,0.7174,3.7521
S3,57,utility,0,12,0.85,0.2062,1,15,0,1.7223,1.9285
S3,57,greedy_fc,0,1,0.65,0.0421,1,2,0,0.3606,0.4028
S3,57,fc_search,1,0,0.6,0.2753,1,0,0,0.0,0.2753
S3,57,min_conflict,1,0,0.45,0.3612,1,0,0,0.0,0.3612
S3,58,utility,0,10,0.85,0.1631,1,15,0,1.028,1.1911
S3,58,greedy_fc,0,5,0.75,0.043,1,9,1,0.8333,0.8763
S3,58,fc_search,0,5,0.75,50.1473,1,9,1,1.1005,51.2479
S3,58,min_conflict,0,1,0.5,3.2915,1,4,1,0.6558,3.9473
S3,59,utility,0,12,0.9,0.1309,1,13,0,1.7317,1.8627
S3,59,greedy_fc,0,5,0.65,0.0485,1,16,2,2.1873,2.2358
S3,59,fc_search,1,0,0.55,0.1478,1,0,0,0.0,0.1478
S3,59,min_conflict,1,0,0.55,0.2994,1,0,0,0.0,0.2994
S3,60,utility,0,11,0.75,0.1291,1,11,0,1.5426,1.6716
S3,60,greedy_fc,0,7,0.75,0.0483,1,9,1,1.0036,1.0519
S3,60,fc_search,1,0,0.4,0.12,1,0,0,0.0,0.12
S3,60,min_conflict,1,0,0.45,0.32,1,0,0,0.0,0.32
S3,61,utility,0,7,0.85,0.1346,1,13,0,1.3581,1.4927
S3,61,greedy_fc,0,3,0.7,0.0513,1,12,3,1.9476,1.9989
S3,61,fc_search,0,3,0.7,50.1029,1,12,3,2.0835,52.1864
S3,61,min_conflict,1,0,0.55,0.2981,1,0,0,0.0,0.2981
S3,62,utility,0,9,0.8,0.1313,1,13,0,1.416,1.5473
S3,62,greedy_fc,0,5,0.7,0.0459,1,13,2,1.7796,1.8255
S3,62,fc_search,1,0,0.55,1.2831,1,0,0,0.0,1.2831
S3,62,min_conflict,1,0,0.45,0.3033,1,0,0,0.0,0.3033
S3,63,utility,0,4,0.75,0.1859,1,5,0,0.9405,1.1264
S3,63,greedy_fc,0,4,0.75,0.0507,1,5,2,0.7008,0.7514
S3,63,fc_search,1,0,0.6,44.2514,1,0,0,0.0,44.2514
S3,63,min_conflict,1,0,0.65,0.3061,1,0,0,0.0,0.3061
S3,64,utility,0,5,0.75,0.1543,1,7,0,0.995,1.1493
S3,64,greedy_fc,0,4,0.8,0.0425,1,8,1,0.8176,0.8601
S3,64,fc_search,1,0,0.6,1.7284,1,0,0,0.0,1.7284
S3,64,min_conflict,1,0,0.65,0.2536,1,0,0,0.0,0.2536
S3,65,utility,0,11,0.8,0.1282,1,13,0,1.2003,1.3285
S3,65,greedy_fc,0,7,0.8,0.0431,1,8,0,1.3451,1.3881
S3,65,fc_search,1,0,0.5,0.1055,1,0,0,0.0,0.1055
S3,65,min_conflict,1,0,0.45,0.2914,1,0,0,0.0,0.2914
S3,66,utility,0,2,0.7,0.171,1,3,0,0.7195,0.8906
S3,66,greedy_fc,0,4,0.75,0.0456,1,9,2,0.9233,0.969
S3,66,fc_search,1,0,0.65,2.73,1,0,0,0.0,2.73
S3,66,min_conflict,1,0,0.6,0.2362,1,0,0,0.0,0.2362
S3,67,utility,0,3,0.75,0.14,1,6,0,0.6093,0.7493
S3,67,greedy_fc,0,4,0.8,0.0413,1,6,0,0.7599,0.8011
S3,67,fc_search,1,0,0.65,0.0972,1,0,0,0.0,0.0972
S3,67,min_conflict,1,0,0.65,0.347,1,0,0,0.0,0.347
S3,68,utility,0,8,0.75,0.1588,1,12,0,1.0897,1.2485
S3,68,greedy_fc,0,6,0.65,0.0471,1,8,0,0.6265,0.6735
S3,68,fc_search,0,6,0.65,50.1097,1,8,0,0.657,50.7667
S3,68,min_conflict,0,1,0.45,3.3415,1,9,2,1.4655,4.807
S3,69,utility,0,10,0.65,0.1318,1,12,0,1.0634,1.1952
S3,69,greedy_fc,0,7,0.7,0.0423,1,8,0,0.8553,0.8975
S3,69,fc_search,1,0,0.5,0.1166,1,0,0,0.0,0.1166
S3,69,min_conflict,0,1,0.45,3.0497,1,3,1,0.5055,3.5552
S3,70,utility,0,11,0.7,0.1841,1,17,1,1.7449,1.9291
S3,70,greedy_fc,0,7,0.7,0.0467,1,14,1,1.3942,1.441
S3,70,fc_search,1,0,0.35,1.0361,1,0,0,0.0,1.0361
S3,70,min_conflict,0,1,0.5,3.3911,1,5,2,0.808,4.1991
S3,71,utility,0,11,0.9,0.1365,1,13,0,1.2925,1.429
S3,71,greedy_fc,0,7,0.8,0.0439,1,7,0,0.6659,0.7099
S3,71,fc_search,1,0,0.6,0.1328,1,0,0,0.0,0.1328
S3,71,min_conflict,1,0,0.6,0.319,1,0,0,0.0,0.319
S3,72,utility,0,7,0.8,0.1403,1,8,0,0.6552,0.7954
S3,72,greedy_fc,1,0,0.65,0.0411,1,0,0,0.0,0.0411
S3,72,fc_search,1,0,0.65,0.3032,1,0,0,0.0,0.3032
S3,72,min_conflict,0,1,0.7,3.4145,1,2,0,0.4469,3.8614
S3,73,utility,0,9,0.95,0.157,1,15,0,1.9775,2.1345
S3,73,greedy_fc,0,6,0.7,0.0448,1,6,0,0.9925,1.0373
S3,73,fc_search,1,0,0.6,0.2222,1,0,0,0.0,0.2222
S3,73,min_conflict,1,0,0.55,0.3732,1,0,0,0.0,0.3732
S3,74,utility,0,5,0.75,0.2152,1,8,0,0.8112,1.0264
S3,74,greedy_fc,0,4,0.7,0.047,1,7,0,0.7325,0.7794
S3,74,fc_search,1,0,0.55,0.0935,1,0,0,0.0,0.0935
S3,74,min_conflict,0,1,0.65,3.1772,1,7,2,1.1421,4.3192
S3,75,utility,0,7,0.9,0.1941,1,9,0,0.9667,1.1608
S3,75,greedy_fc,0,3,0.8,0.0423,1,6,1,0.715,0.7573
S3,75,fc_search,1,0,0.65,0.1852,1,0,0,0.0,0.1852
S3,75,min_conflict,0,1,0.7,3.0625,1,3,1,0.4914,3.5539
S3,76,utility,0,13,0.85,0.1429,1,15,0,2.0233,2.1662
S3,76,greedy_fc,0,6,0.8,0.0474,1,10,0,0.7561,0.8035
S3,76,fc_search,0,6,0.8,50.149,1,10,0,1.0587,51.2077
S3,76,min_conflict,1,0,0.4,0.3761,1,0,0,0.0,0.3761
S3,77,utility,0,10,0.6,0.145,1,14,0,1.0234,1.1684
S3,77,greedy_fc,0,6,0.7,0.0487,1,9,0,0.5747,0.6234
S3,77,fc_search,1,0,0.4,0.1402,1,0,0,0.0,0.1402
S3,77,min_conflict,0,1,0.5,2.9482,1,2,0,0.3726,3.3208
S3,78,utility,0,7,0.75,0.1888,1,11,0,1.1936,1.3824
S3,78,greedy_fc,0,3,0.6,0.0429,1,4,1,0.6672,0.7101
S3,78,fc_search,1,0,0.55,0.1319,1,0,0,0.0,0.1319
S3,78,min_conflict,1,0,0.5,0.3024,1,0,0,0.0,0.3024
S3,79,utility,0,12,0.85,0.1294,1,16,0,2.1137,2.2431
S3,79,greedy_fc,0,4,0.65,0.0444,1,10,1,1.6738,1.7181
S3,79,fc_search,1,0,0.45,0.106,1,0,0,0.0,0.106
S3,79,min_conflict,1,0,0.5,0.3025,1,0,0,0.0,0.3025
S3,80,utility,0,7,0.9,0.1596,1,11,1,1.3459,1.5055
S3,80,greedy_fc,0,1,0.65,0.0478,1,4,2,0.8528,0.9006
S3,80,fc_search,1,0,0.65,0.1075,1,0,0,0.0,0.1075
S3,80,min_conflict,0,1,0.7,3.3581,1,3,1,0.5591,3.9173
S3,81,utility,0,8,0.8,0.1343,1,12,0,1.4919,1.6262
S3,81,greedy_fc,0,7,0.75,0.0474,1,8,0,1.1075,1.155
S3,81,fc_search,1,0,0.6,0.1779,1,0,0,0.0,0.1779
S3,81,min_conflict,1,0,0.55,0.3379,1,0,0,0.0,0.3379
S3,82,utility,0,3,0.7,0.1519,1,5,0,0.6506,0.8025
S3,82,greedy_fc,0,6,0.8,0.0423,1,12,3,1.3534,1.3958
S3,82,fc_search,1,0,0.6,0.0985,1,0,0,0.0,0.0985
S3,82,min_conflict,1,0,0.55,0.2448,1,0,0,0.0,0.2448
S3,83,utility,0,2,0.55,0.1578,1,4,0,0.507,0.6648
S3,83,greedy_fc,0,12,0.85,0.0442,1,13,0,0.7876,0.8318
S3,83,fc_search,1,0,0.55,0.1587,1,0,0,0.0,0.1587
S3,83,min_conflict,1,0,0.55,0.2357,1,0,0,0.0,0.2357
S3,84,utility,0,7,0.7,0.1577,1,10,0,0.7337,0.8914
S3,84,greedy_fc,0,1,0.65,0.0443,1,4,2,0.8653,0.9096
S3,84,fc_search,1,0,0.6,0.1815,1,0,0,0.0,0.1815
S3,84,min_conflict,1,0,0.55,0.2953,1,0,0,0.0,0.2953
S3,85,utility,0,9,0.75,0.151,1,11,0,2.0302,2.1812
S3,85,greedy_fc,0,8,0.85,0.0438,1,9,0,1.1454,1.1892
S3,85,fc_search,1,0,0.45,0.1312,1,0,0,0.0,0.1312
S3,85,min_conflict,0,1,0.5,2.9823,1,3,1,0.5811,3.5634
S3,86,utility,0,1,0.6,0.1609,1,2,0,0.4889,0.6498
S3,86,greedy_fc,0,4,0.75,0.0381,1,14,4,1.5608,1.5989
S3,86,fc_search,1,0,0.55,0.2609,1,0,0,0.0,0.2609
S3,86,min_conflict,1,0,0.55,0.2455,1,0,0,0.0,0.2455
S3,87,utility,0,5,0.7,0.1624,1,10,0,1.098,1.2604
S3,87,greedy_fc,0,3,0.65,0.0407,1,7,3,1.1441,1.1848
S3,87,fc_search,1,0,0.55,0.3955,1,0,0,0.0,0.3955
S3,87,min_conflict,1,0,0.55,0.3314,1,0,0,0.0,0.3314
S3,88,utility,0,2,0.7,0.1508,1,4,0,0.5327,0.6835
S3,88,greedy_fc,0,6,0.65,0.0428,1,8,1,0.8324,0.8752
S3,88,fc_search,1,0,0.55,2.7724,1,0,0,0.0,2.7724
S3,88,min_conflict,1,0,0.6,0.2324,1,0,0,0.0,0.2324
S3,89,utility,0,5,0.85,0.1721,1,9,0,0.871,1.0431
S3,89,greedy_fc,0,5,0.75,0.0446,1,10,2,1.8155,1.8601
S3,89,fc_search,1,0,0.6,0.1312,1,0,0,0.0,0.1312
S3,89,min_conflict,1,0,0.65,0.301,1,0,0,0.0,0.301
S3,90,utility,0,5,0.7,0.1436,1,8,0,1.3767,1.5203
S3,90,greedy_fc,0,8,0.7,0.0458,1,10,0,0.7655,0.8113
S3,90,fc_search,1,0,0.45,0.2112,1,0,0,0.0,0.2112
S3,90,min_conflict,1,0,0.5,0.241,1,0,0,0.0,0.241
S3,91,utility,0,8,0.65,0.1335,1,12,0,1.1126,1.2461
S3,91,greedy_fc,0,11,0.85,0.0446,1,13,0,0.9691,1.0137
S3,91,fc_search,1,0,0.35,0.1097,1,0,0,0.0,0.1097
S3,91,min_conflict,1,0,0.4,0.3527,1,0,0,0.0,0.3527
S4,42,utility,0,11,0.9583,0.1492,1,16,0,1.8121,1.9613
S4,42,greedy_fc,0,3,0.7083,0.0504,1,5,0,0.6658,0.7162
S4,42,fc_search,1,0,0.625,2.698,1,0,0,0.0,2.698
S4,42,min_conflict,1,0,0.5833,0.3372,1,0,0,0.0,0.3372
S4,43,utility,0,8,0.75,0.1509,1,10,0,1.1899,1.3408
S4,43,greedy_fc,0,5,0.7083,0.0622,1,8,0,1.0954,1.1576
S4,43,fc_search,1,0,0.5,0.1504,1,0,0,0.0,0.1504
S4,43,min_conflict,1,0,0.5833,0.2697,1,0,0,0.0,0.2697
S4,44,utility,0,12,0.9167,0.1251,1,14,0,2.7135,2.8386
S4,44,greedy_fc,1,0,0.6667,0.0501,1,0,0,0.0,0.0501
S4,44,fc_search,1,0,0.6667,0.1672,1,0,0,0.0,0.1672
S4,44,min_conflict,1,0,0.5833,0.4451,1,0,0,0.0,0.4451
S4,45,utility,0,5,0.75,0.2073,1,8,0,0.9533,1.1606
S4,45,greedy_fc,0,6,0.75,0.0541,1,10,0,0.8618,0.9159
S4,45,fc_search,1,0,0.5833,0.6714,1,0,0,0.0,0.6714
S4,45,min_conflict,1,0,0.5833,0.3124,1,0,0,0.0,0.3124
S4,46,utility,0,10,0.875,0.1682,1,13,0,1.5783,1.7465
S4,46,greedy_fc,1,0,0.6667,0.0499,1,0,0,0.0,0.0499
S4,46,fc_search,1,0,0.6667,0.1498,1,0,0,0.0,0.1498
S4,46,min_conflict,1,0,0.5,0.3893,1,0,0,0.0,0.3893
S4,47,utility,0,15,0.7917,0.1696,1,17,0,1.2145,1.3841
S4,47,greedy_fc,0,5,0.625,0.0546,1,17,3,2.2865,2.3411
S4,47,fc_search,1,0,0.375,19.1749,1,0,0,0.0,19.1749
S4,47,min_conflict,0,1,0.5,3.5432,1,3,1,0.6643,4.2076
S4,48,utility,0,9,0.7917,0.1579,1,15,0,1.4894,1.6473
S4,48,greedy_fc,0,4,0.625,0.0542,1,15,2,2.0272,2.0814
S4,48,fc_search,1,0,0.5,0.1787,1,0,0,0.0,0.1787
S4,48,min_conflict,0,1,0.5417,3.5621,1,3,1,0.5444,4.1065
S4,49,utility,0,10,0.7917,0.1737,1,14,0,1.7835,1.9572
S4,49,greedy_fc,0,5,0.7083,0.0543,1,14,2,1.25,1.3043
S4,49,fc_search,0,5,0.7083,50.1486,1,14,2,1.4427,51.5912
S4,49,min_conflict,1,0,0.5417,0.4785,1,0,0,0.0,0.4785
S4,50,utility,0,7,0.7917,0.219,1,12,1,1.3603,1.5793
S4,50,greedy_fc,0,3,0.625,0.0563,1,10,1,0.9316,0.9879
S4,50,fc_search,0,3,0.625,50.1454,1,10,1,0.9415,51.0869
S4,50,min_conflict,0,1,0.625,3.628,1,3,1,0.5768,4.2047
S4,51,utility,0,8,0.8333,0.2047,1,12,1,1.5062,1.7109
S4,51,greedy_fc,0,6,0.75,0.0502,1,8,0,0.6123,0.6625
S4,51,fc_search,1,0,0.5833,2.0851,1,0,0,0.0,2.0851
S4,51,min_conflict,1,0,0.6667,0.4801,1,0,0,0.0,0.4801
S4,52,utility,0,17,1.0,0.154,1,20,0,4.5563,4.7103
S4,52,greedy_fc,0,1,0.5417,0.058,1,3,1,0.6009,0.6589
S4,52,fc_search,0,1,0.5417,50.1988,1,3,1,0.6373,50.8361
S4,52,min_conflict,1,0,0.625,0.3831,1,0,0,0.0,0.3831
S4,53,utility,0,12,0.8333,0.2,1,16,0,2.0014,2.2014
S4,53,greedy_fc,0,5,0.6667,0.0511,1,7,0,0.5344,0.5855
S4,53,fc_search,1,0,0.4583,0.2064,1,0,0,0.0,0.2064
S4,53,min_conflict,1,0,0.4167,0.43,1,0,0,0.0,0.43
S4,54,utility,0,17,0.8333,0.1629,1,19,1,2.182,2.345
S4,54,greedy_fc,0,2,0.5833,0.0571,1,3,0,0.6419,0.699
S4,54,fc_search,1,0,0.5,0.1378,1,0,0,0.0,0.1378
S4,54,min_conflict,1,0,0.4167,0.3986,1,0,0,0.0,0.3986
S4,55,utility,0,17,0.9167,0.1491,1,18,0,2.4862,2.6353
S4,55,greedy_fc,0,5,0.6667,0.0569,1,6,0,0.6792,0.7361
S4,55,fc_search,1,0,0.5833,0.1875,1,0,0,0.0,0.1875
S4,55,min_conflict,1,0,0.375,0.5764,1,0,0,0.0,0.5764
S4,56,utility,0,7,0.75,0.1689,1,9,0,0.7895,0.9583
S4,56,greedy_fc,0,6,0.7083,0.0506,1,14,2,1.5736,1.6241
S4,56,fc_search,1,0,0.5833,32.4017,1,0,0,0.0,32.4017
S4,56,min_conflict,1,0,0.5417,0.4016,1,0,0,0.0,0.4016
S4,57,utility,0,13,0.875,0.1735,1,16,0,2.0627,2.2362
S4,57,greedy_fc,0,4,0.7083,0.055,1,11,4,1.8782,1.9332
S4,57,fc_search,1,0,0.5417,0.2146,1,0,0,0.0,0.2146
S4,57,min_conflict,1,0,0.5,0.4365,1,0,0,0.0,0.4365
S4,58,utility,0,15,0.8333,0.1491,1,21,0,2.4854,2.6345
S4,58,greedy_fc,0,6,0.7083,0.0531,1,13,3,2.1963,2.2493
S4,58,fc_search,1,0,0.4583,0.1735,1,0,0,0.0,0.1735
S4,58,min_conflict,0,1,0.5,3.6026,1,5,2,0.7865,4.3891
S4,59,utility,0,15,0.9167,0.1773,1,15,0,2.1361,2.3135
S4,59,greedy_fc,0,7,0.6667,0.0522,1,12,1,1.3441,1.3963
S4,59,fc_search,0,7,0.6667,50.2013,1,12,1,1.5467,51.7479
