scenario,seed,decoder,direct_feasible,violations,kept_pref,decode_ms,repair_success,repair_core,repair_expansions,repair_ms,end2end_ms
S4,59,min_conflict,1,0,0.5,0.5505,1,0,0,0.0,0.5505
S4,60,utility,0,11,0.875,0.1893,1,14,0,1.3881,1.5774
S4,60,greedy_fc,0,4,0.625,0.0549,1,7,0,0.7055,0.7604
S4,60,fc_search,1,0,0.5417,0.1667,1,0,0,0.0,0.1667
S4,60,min_conflict,1,0,0.5833,0.3657,1,0,0,0.0,0.3657
S4,61,utility,0,10,0.7083,0.1886,1,16,0,1.6967,1.8853
S4,61,greedy_fc,0,7,0.7917,0.0548,1,18,2,2.6555,2.7103
S4,61,fc_search,1,0,0.4583,2.7853,1,0,0,0.0,2.7853
S4,61,min_conflict,1,0,0.4167,0.5958,1,0,0,0.0,0.5958
S4,62,utility,0,4,0.7917,0.1915,1,6,0,1.0229,1.2144
S4,62,greedy_fc,0,6,0.8333,0.0474,1,8,1,0.7785,0.8259
S4,62,fc_search,0,6,0.8333,50.1542,1,8,1,0.7912,50.9454
S4,62,min_conflict,1,0,0.625,0.3146,1,0,0,0.0,0.3146
S4,63,utility,0,9,0.75,0.2278,1,13,0,1.5628,1.7906
S4,63,greedy_fc,0,4,0.6667,0.0574,1,7,0,0.5983,0.6557
S4,63,fc_search,1,0,0.5833,0.198,1,0,0,0.0,0.198
S4,63,min_conflict,1,0,0.5417,0.4091,1,0,0,0.0,0.4091
S4,64,utility,0,2,0.8333,0.2038,1,4,0,0.4587,0.6625
S4,64,greedy_fc,0,1,0.75,0.0491,1,2,0,0.4606,0.5097
S4,64,fc_search,1,0,0.7917,0.1376,1,0,0,0.0,0.1376
S4,64,min_conflict,1,0,0.7917,0.297,1,0,0,0.0,0.297
S4,65,utility,0,13,0.8333,0.1641,1,16,0,2.0864,2.2505
S4,65,greedy_fc,0,5,0.75,0.0524,1,13,2,1.5217,1.574
S4,65,fc_search,1,0,0.5417,0.5295,1,0,0,0.0,0.5295
S4,65,min_conflict,0,1,0.5833,3.8538,1,2,0,0.4847,4.3385
S4,66,utility,0,9,0.6667,0.1628,1,14,0,1.9487,2.1115
S4,66,greedy_fc,0,7,0.7083,0.0518,1,12,2,1.0404,1.0922
S4,66,fc_search,0,7,0.7083,50.1624,1,12,2,1.1195,51.2819
S4,66,min_conflict,1,0,0.4583,0.3343,1,0,0,0.0,0.3343
S4,67,utility,0,3,0.75,0.2281,1,6,0,0.6437,0.8718
S4,67,greedy_fc,0,5,0.7083,0.0514,1,8,0,0.6002,0.6516
S4,67,fc_search,1,0,0.7083,0.3568,1,0,0,0.0,0.3568
S4,67,min_conflict,1,0,0.6667,0.4093,1,0,0,0.0,0.4093
S4,68,utility,0,7,0.8333,0.1541,1,12,0,1.3818,1.5359
S4,68,greedy_fc,0,8,0.7917,0.06,1,15,2,1.8503,1.9102
S4,68,fc_search,1,0,0.5833,0.1827,1,0,0,0.0,0.1827
S4,68,min_conflict,1,0,0.5833,0.3788,1,0,0,0.0,0.3788
S4,69,utility,0,14,0.75,0.1791,1,19,0,2.174,2.3531
S4,69,greedy_fc,1,0,0.5,0.0572,1,0,0,0.0,0.0572
S4,69,fc_search,1,0,0.5,0.1671,1,0,0,0.0,0.1671
S4,69,min_conflict,0,2,0.4583,3.7582,1,6,1,0.6076,4.3658
S4,70,utility,0,12,0.875,0.1999,1,16,0,1.9988,2.1987
S4,70,greedy_fc,0,3,0.5833,0.0511,1,4,0,0.5453,0.5964
S4,70,fc_search,1,0,0.5417,0.1486,1,0,0,0.0,0.1486
S4,70,min_conflict,0,1,0.5417,3.4652,1,2,0,0.3924,3.8576
S4,71,utility,0,7,0.7917,0.1915,1,13,0,1.5906,1.7821
S4,71,greedy_fc,0,3,0.5833,0.0524,1,5,0,0.5221,0.5745
S4,71,fc_search,0,3,0.5833,50.1657,1,5,0,0.592,50.7577
S4,71,min_conflict,1,0,0.5,0.3538,1,0,0,0.0,0.3538
S4,72,utility,0,12,0.875,0.23,1,16,0,1.2547,1.4847
S4,72,greedy_fc,0,7,0.7917,0.058,1,11,2,1.3669,1.4249
S4,72,fc_search,1,0,0.5417,0.1695,1,0,0,0.0,0.1695
S4,72,min_conflict,1,0,0.5417,0.6072,1,0,0,0.0,0.6072
S4,73,utility,0,8,0.6667,0.1843,1,12,0,1.7306,1.9149
S4,73,greedy_fc,0,8,0.6667,0.0574,1,13,3,1.336,1.3934
S4,73,fc_search,0,8,0.6667,50.1208,1,13,3,1.3441,51.4649
S4,73,min_conflict,0,1,0.5833,3.5018,1,3,1,0.4992,4.001
S4,74,utility,0,10,0.7917,0.1715,1,12,0,1.2431,1.4147
S4,74,greedy_fc,0,1,0.5833,0.0527,1,2,0,0.5761,0.6289
S4,74,fc_search,1,0,0.5833,0.1526,1,0,0,0.0,0.1526
S4,74,min_conflict,0,1,0.5417,3.9594,1,2,0,0.504,4.4634
S4,75,utility,0,16,0.9583,0.1449,1,21,0,3.1881,3.333
S4,75,greedy_fc,1,0,0.5833,0.0533,1,0,0,0.0,0.0533
S4,75,fc_search,1,0,0.5833,0.1392,1,0,0,0.0,0.1392
S4,75,min_conflict,1,0,0.5417,0.416,1,0,0,0.0,0.416
S4,76,utility,0,6,0.6667,0.2055,1,8,0,0.9497,1.1553
S4,76,greedy_fc,0,8,0.7083,0.0561,1,15,3,1.5665,1.6226
S4,76,fc_search,1,0,0.5417,10.7936,1,0,0,0.0,10.7936
S4,76,min_conflict,1,0,0.5,0.3429,1,0,0,0.0,0.3429
S4,77,utility,0,10,0.7917,0.1635,1,14,0,1.7695,1.9331
S4,77,greedy_fc,0,2,0.5833,0.0567,1,5,1,0.7126,0.7693
S4,77,fc_search,1,0,0.4583,0.1576,1,0,0,0.0,0.1576
S4,77,min_conflict,0,1,0.4583,3.5642,1,3,1,0.5436,4.1078
S4,78,utility,0,15,0.875,0.1581,1,20,0,2.9343,3.0924
S4,78,greedy_fc,0,5,0.7083,0.0498,1,6,0,0.7228,0.7725
S4,78,fc_search,1,0,0.5417,0.1808,1,0,0,0.0,0.1808
S4,78,min_conflict,1,0,0.4583,0.3786,1,0,0,0.0,0.3786
S4,79,utility,0,17,0.9167,0.1408,1,20,0,2.5521,2.6929
S4,79,greedy_fc,0,8,0.7917,0.055,1,11,0,0.9881,1.0431
S4,79,fc_search,1,0,0.5,12.8696,1,0,0,0.0,12.8696
S4,79,min_conflict,0,1,0.5417,3.9127,1,12,3,1.845,5.7577
S4,80,utility,0,14,0.9583,0.1662,1,16,0,1.8529,2.0191
S4,80,greedy_fc,1,0,0.5833,0.0507,1,0,0,0.0,0.0507
S4,80,fc_search,1,0,0.5833,0.1346,1,0,0,0.0,0.1346
S4,80,min_conflict,1,0,0.5417,0.3778,1,0,0,0.0,0.3778
S4,81,utility,0,12,0.875,0.1568,1,16,0,2.4371,2.5939
S4,81,greedy_fc,0,1,0.625,0.0485,1,3,1,0.5683,0.6168
S4,81,fc_search,1,0,0.5417,0.1506,1,0,0,0.0,0.1506
S4,81,min_conflict,1,0,0.5417,0.4182,1,0,0,0.0,0.4182
S4,82,utility,0,5,0.6667,0.2055,1,7,0,0.9633,1.1688
S4,82,greedy_fc,0,6,0.625,0.0552,1,10,1,1.0126,1.0677
S4,82,fc_search,1,0,0.5,0.3053,1,0,0,0.0,0.3053
S4,82,min_conflict,1,0,0.5,0.3037,1,0,0,0.0,0.3037
S4,83,utility,0,11,0.7917,0.1688,1,15,0,1.2796,1.4484
S4,83,greedy_fc,0,3,0.625,0.0519,1,7,1,0.816,0.868
S4,83,fc_search,1,0,0.5,0.2664,1,0,0,0.0,0.2664
S4,83,min_conflict,1,0,0.5417,0.3727,1,0,0,0.0,0.3727
S4,84,utility,0,15,0.9167,0.1384,1,15,0,2.4187,2.5571
S4,84,greedy_fc,0,3,0.6667,0.0496,1,4,0,0.8848,0.9344
S4,84,fc_search,1,0,0.5833,0.1655,1,0,0,0.0,0.1655
S4,84,min_conflict,1,0,0.5833,0.3208,1,0,0,0.0,0.3208
S4,85,utility,0,13,0.8333,0.1536,1,15,0,1.9231,2.0767
S4,85,greedy_fc,0,3,0.5417,0.0567,1,6,1,1.0298,1.0865
S4,85,fc_search,1,0,0.4583,0.1704,1,0,0,0.0,0.1704
S4,85,min_conflict,1,0,0.5,0.4012,1,0,0,0.0,0.4012
S4,86,utility,0,12,0.9167,0.1495,1,18,0,2.3452,2.4947
S4,86,greedy_fc,0,1,0.5833,0.0524,1,2,0,0.4808,0.5332
S4,86,fc_search,1,0,0.5833,0.1439,1,0,0,0.0,0.1439
S4,86,min_conflict,1,0,0.5417,0.4994,1,0,0,0.0,0.4994
S4,87,utility,0,5,0.7917,0.1846,1,6,0,0.6662,0.8508
S4,87,greedy_fc,0,4,0.75,0.0542,1,7,1,0.8208,0.8749
S4,87,fc_search,0,4,0.75,50.1613,1,7,1,0.8835,51.0448
S4,87,min_conflict,1,0,0.625,0.3622,1,0,0,0.0,0.3622
S4,88,utility,0,16,1.0,0.1827,1,18,2,2.6943,2.877
S4,88,greedy_fc,0,2,0.7083,0.0538,1,4,2,0.7107,0.7644
S4,88,fc_search,1,0,0.5833,4.6183,1,0,0,0.0,4.6183
S4,88,min_conflict,0,2,0.6667,3.4167,1,5,2,0.8435,4.2602
S4,89,utility,0,8,0.625,0.1854,1,10,0,1.7144,1.8998
S4,89,greedy_fc,0,8,0.875,0.0528,1,11,0,0.65,0.7028
S4,89,fc_search,1,0,0.5417,0.1709,1,0,0,0.0,0.1709
S4,89,min_conflict,1,0,0.4167,0.3275,1,0,0,0.0,0.3275
S4,90,utility,0,8,0.8333,0.1804,1,11,0,1.6059,1.7863
S4,90,greedy_fc,0,7,0.7083,0.0645,1,18,4,2.462,2.5265
S4,90,fc_search,1,0,0.5833,17.7892,1,0,0,0.0,17.7892
S4,90,min_conflict,1,0,0.5833,0.4669,1,0,0,0.0,0.4669
S4,91,utility,0,2,0.625,0.2147,1,4,0,0.9484,1.1632
S4,91,greedy_fc,0,6,0.75,0.0501,1,10,2,1.1004,1.1505
S4,91,fc_search,1,0,0.5417,4.9077,1,0,0,0.0,4.9077
S4,91,min_conflict,1,0,0.5417,0.2964,1,0,0,0.0,0.2964
S5,42,utility,0,10,0.8667,0.2103,1,14,0,2.1404,2.3507
S5,42,greedy_fc,0,10,0.7667,0.0648,1,13,2,1.6359,1.7008
S5,42,fc_search,1,0,0.5667,0.2266,1,0,0,0.0,0.2266
S5,42,min_conflict,0,1,0.6333,4.4512,1,4,1,0.63,5.0813
S5,43,utility,0,9,0.7667,0.2842,1,25,1,2.1413,2.4255
S5,43,greedy_fc,0,10,0.7667,0.0664,1,13,0,0.9499,1.0163
S5,43,fc_search,0,10,0.7667,50.2594,1,13,0,1.0699,51.3293
S5,43,min_conflict,0,2,0.5667,4.331,1,11,1,0.986,5.3171
S5,44,utility,0,14,0.8667,0.2092,1,17,1,2.1879,2.397
S5,44,greedy_fc,0,7,0.6333,0.0759,1,8,0,0.8503,0.9262
S5,44,fc_search,1,0,0.5667,0.2096,1,0,0,0.0,0.2096
S5,44,min_conflict,0,2,0.6667,4.4866,1,18,4,2.3304,6.8169
S5,45,utility,0,4,0.6333,0.4443,1,8,0,0.7507,1.195
S5,45,greedy_fc,0,6,0.6667,0.0733,1,10,1,1.1837,1.257
S5,45,fc_search,0,6,0.6667,50.1783,1,10,1,1.2281,51.4064
S5,45,min_conflict,1,0,0.5333,0.4106,1,0,0,0.0,0.4106
S5,46,utility,0,15,0.9333,0.2489,1,18,0,2.1836,2.4325
S5,46,greedy_fc,0,3,0.7333,0.0636,1,6,1,0.7233,0.7869
S5,46,fc_search,1,0,0.6333,0.1795,1,0,0,0.0,0.1795
S5,46,min_conflict,1,0,0.6,0.5996,1,0,0,0.0,0.5996
S5,47,utility,0,2,0.6,0.2719,1,4,0,0.783,1.0548
S5,47,greedy_fc,0,13,0.7667,0.0691,1,21,2,1.6451,1.7142
S5,47,fc_search,0,13,0.7667,50.1747,1,21,2,1.6826,51.8572
S5,47,min_conflict,1,0,0.5333,0.4027,1,0,0,0.0,0.4027
S5,48,utility,0,17,0.9,0.2401,1,21,0,2.5499,2.79
S5,48,greedy_fc,1,0,0.5667,0.0693,1,0,0,0.0,0.0693
S5,48,fc_search,1,0,0.5667,0.2257,1,0,0,0.0,0.2257
S5,48,min_conflict,0,1,0.5333,4.2056,1,2,0,0.398,4.6037
S5,49,utility,0,13,0.8,0.2798,1,21,0,1.4845,1.7643
S5,49,greedy_fc,0,4,0.6333,0.0697,1,13,2,1.2155,1.2852
S5,49,fc_search,0,4,0.6333,50.2466,1,13,2,1.5873,51.8339
S5,49,min_conflict,0,1,0.5333,4.4526,1,4,1,0.6801,5.1326
S5,50,utility,0,5,0.6667,0.2951,1,9,0,0.9165,1.2117
S5,50,greedy_fc,0,5,0.6667,0.0728,1,20,3,1.9414,2.0141
S5,50,fc_search,0,5,0.6667,50.2159,1,20,3,1.9465,52.1624
S5,50,min_conflict,1,0,0.5667,0.4704,1,0,0,0.0,0.4704
S5,51,utility,0,3,0.6333,0.3044,1,4,0,0.8997,1.204
S5,51,greedy_fc,0,9,0.7,0.0708,1,21,6,2.6638,2.7346
S5,51,fc_search,0,9,0.7,50.1831,1,21,6,2.624,52.8071
S5,51,min_conflict,1,0,0.5333,0.3918,1,0,0,0.0,0.3918
S5,52,utility,0,10,0.8667,0.3123,1,14,0,0.9773,1.2896
S5,52,greedy_fc,0,4,0.8333,0.0636,1,7,0,0.6497,0.7132
S5,52,fc_search,1,0,0.7333,0.2028,1,0,0,0.0,0.2028
S5,52,min_conflict,1,0,0.7,0.5529,1,0,0,0.0,0.5529
S5,53,utility,0,13,0.7667,0.194,1,18,1,1.962,2.156
S5,53,greedy_fc,0,11,0.8,0.0683,1,22,3,2.0324,2.1007
S5,53,fc_search,0,11,0.8,50.227,1,22,3,2.0237,52.2507
S5,53,min_conflict,0,1,0.5667,4.6257,1,4,1,0.6449,5.2706
S5,54,utility,0,11,0.6667,0.207,1,17,0,1.4407,1.6477
S5,54,greedy_fc,0,11,0.8,0.0679,1,15,1,1.49,1.558
S5,54,fc_search,1,0,0.4333,0.2369,1,0,0,0.0,0.2369
S5,54,min_conflict,1,0,0.4667,0.5022,1,0,0,0.0,0.5022
S5,55,utility,0,18,0.9,0.2007,1,23,0,2.2194,2.4201
S5,55,greedy_fc,0,1,0.5,0.0728,1,2,0,0.4341,0.5069
S5,55,fc_search,1,0,0.5,0.1854,1,0,0,0.0,0.1854
S5,55,min_conflict,1,0,0.5,0.5943,1,0,0,0.0,0.5943
S5,56,utility,0,14,0.6667,0.2059,1,17,0,1.8664,2.0723
S5,56,greedy_fc,0,9,0.7333,0.0737,1,13,1,0.9535,1.0272
S5,56,fc_search,1,0,0.5,0.234,1,0,0,0.0,0.234
S5,56,min_conflict,0,3,0.5,4.4836,1,16,3,2.3341,6.8177
S5,57,utility,0,14,0.9,0.2772,1,23,1,2.592,2.8692
S5,57,greedy_fc,0,3,0.6667,0.0678,1,16,3,1.6452,1.7129
S5,57,fc_search,1,0,0.6,0.1857,1,0,0,0.0,0.1857
S5,57,min_conflict,0,1,0.6333,4.6289,1,10,4,1.194,5.8228
S5,58,utility,0,13,0.7667,0.2695,1,17,0,1.7932,2.0628
S5,58,greedy_fc,0,5,0.6667,0.075,1,10,1,1.1479,1.2229
S5,58,fc_search,1,0,0.5333,0.1886,1,0,0,0.0,0.1886
S5,58,min_conflict,0,1,0.6,4.6431,1,3,1,0.5365,5.1796
S5,59,utility,0,4,0.7333,0.3151,1,20,2,1.7601,2.0751
S5,59,greedy_fc,0,8,0.8667,0.0637,1,17,1,1.5463,1.61
S5,59,fc_search,0,8,0.8667,50.191,1,17,1,1.6513,51.8423
S5,59,min_conflict,0,1,0.6333,4.8983,1,3,1,0.6098,5.5081
S5,60,utility,0,13,0.8333,0.2153,1,19,1,2.0558,2.2711
S5,60,greedy_fc,0,6,0.6333,0.0713,1,11,2,1.2266,1.2979
S5,60,fc_search,1,0,0.4667,0.6715,1,0,0,0.0,0.6715
S5,60,min_conflict,0,1,0.5667,4.7171,1,4,1,0.5973,5.3144
S5,61,utility,0,11,0.7,0.267,1,17,0,1.3029,1.57
S5,61,greedy_fc,0,5,0.6333,0.0673,1,18,3,2.353,2.4203
S5,61,fc_search,1,0,0.4667,0.2595,1,0,0,0.0,0.2595
S5,61,min_conflict,1,0,0.4667,0.5204,1,0,0,0.0,0.5204
S5,62,utility,0,14,0.8333,0.2253,1,18,0,2.7657,2.9909
S5,62,greedy_fc,0,5,0.6,0.0685,1,6,0,0.8469,0.9154
S5,62,fc_search,1,0,0.5333,0.1795,1,0,0,0.0,0.1795
S5,62,min_conflict,0,2,0.5667,4.6482,1,9,3,1.1644,5.8126
S5,63,utility,0,10,0.6667,0.2633,1,17,0,1.7408,2.0041
S5,63,greedy_fc,0,7,0.7,0.0751,1,18,2,2.1171,2.1922
S5,63,fc_search,1,0,0.4667,0.2385,1,0,0,0.0,0.2385
S5,63,min_conflict,0,1,0.5,4.4984,1,4,1,0.6159,5.1143
S5,64,utility,0,6,0.7333,0.326,1,10,0,0.856,1.182
S5,64,greedy_fc,0,4,0.7,0.0607,1,14,2,1.868,1.9286
S5,64,fc_search,0,4,0.7,50.2224,1,14,2,1.9055,52.1279
S5,64,min_conflict,1,0,0.5333,0.4655,1,0,0,0.0,0.4655
S5,65,utility,0,6,0.7667,0.2865,1,10,0,1.262,1.5485
S5,65,greedy_fc,0,5,0.6667,0.0683,1,16,1,1.1701,1.2384
S5,65,fc_search,0,5,0.6667,50.1775,1,16,1,1.1914,51.3689
S5,65,min_conflict,1,0,0.5667,0.5678,1,0,0,0.0,0.5678
S5,66,utility,0,5,0.6333,0.323,1,8,0,0.9935,1.3165
S5,66,greedy_fc,0,6,0.6333,0.0741,1,18,1,1.6553,1.7294
S5,66,fc_search,1,0,0.5333,8.7368,1,0,0,0.0,8.7368
S5,66,min_conflict,1,0,0.5,0.4964,1,0,0,0.0,0.4964
S5,67,utility,0,13,0.8667,0.1992,1,27,1,3.6793,3.8785
S5,67,greedy_fc,0,2,0.6667,0.077,1,6,1,0.8255,0.9025
S5,67,fc_search,1,0,0.5333,0.8657,1,0,0,0.0,0.8657
S5,67,min_conflict,0,2,0.6,4.2912,1,6,2,0.8422,5.1334
S5,68,utility,0,15,0.8667,0.2088,1,18,0,2.6862,2.895
S5,68,greedy_fc,0,2,0.6333,0.0678,1,3,0,0.5005,0.5683
S5,68,fc_search,1,0,0.6,0.1855,1,0,0,0.0,0.1855
S5,68,min_conflict,1,0,0.6,0.4202,1,0,0,0.0,0.4202
S5,69,utility,0,16,0.8333,0.2357,1,20,0,1.9785,2.2142
S5,69,greedy_fc,0,1,0.5,0.0852,1,2,0,0.4899,0.5751
S5,69,fc_search,1,0,0.4667,0.3057,1,0,0,0.0,0.3057
S5,69,min_conflict,1,0,0.4,0.5476,1,0,0,0.0,0.5476
S5,70,utility,0,11,0.7667,0.2056,1,17,1,2.5656,2.7712
S5,70,greedy_fc,0,8,0.7333,0.0643,1,10,0,0.8802,0.9445
S5,70,fc_search,1,0,0.5333,0.2135,1,0,0,0.0,0.2135
S5,70,min_conflict,0,1,0.6,4.4157,1,3,1,0.5285,4.9442
S5,71,utility,0,11,0.8333,0.2331,1,13,0,1.1513,1.3844
S5,71,greedy_fc,0,7,0.7,0.0751,1,19,2,2.9822,3.0573
S5,71,fc_search,1,0,0.5,0.2593,1,0,0,0.0,0.2593
S5,71,min_conflict,0,1,0.6667,4.5608,1,6,1,0.7945,5.3552
S5,72,utility,0,8,0.7333,0.2886,1,10,0,0.8432,1.1318
S5,72,greedy_fc,0,12,0.8667,0.0691,1,16,0,0.9305,0.9996
S5,72,fc_search,1,0,0.6333,0.1938,1,0,0,0.0,0.1938
S5,72,min_conflict,0,2,0.6667,4.4655,1,4,0,0.4674,4.9329
S5,73,utility,0,13,0.8,0.254,1,27,2,4.094,4.3481
S5,73,greedy_fc,0,9,0.8,0.0722,1,19,1,2.8738,2.946
S5,73,fc_search,1,0,0.5667,0.2772,1,0,0,0.0,0.2772
S5,73,min_conflict,0,2,0.6,4.5397,1,14,3,2.0893,6.629
S5,74,utility,0,18,0.8333,0.2518,1,22,0,2.3569,2.6087
S5,74,greedy_fc,0,6,0.7,0.0712,1,9,0,0.9956,1.0668
S5,74,fc_search,1,0,0.5,0.1842,1,0,0,0.0,0.1842
S5,74,min_conflict,1,0,0.5,0.5291,1,0,0,0.0,0.5291
S5,75,utility,0,19,0.8,0.1869,1,21,0,2.9493,3.1362
S5,75,greedy_fc,0,4,0.6333,0.071,1,10,3,1.1113,1.1823
S5,75,fc_search,0,4,0.6333,50.2122,1,10,3,1.1088,51.321
S5,75,min_conflict,0,1,0.4667,4.4912,1,9,3,0.9536,5.4448
S5,76,utility,0,11,0.8,0.2134,1,18,0,1.4048,1.6181
S5,76,greedy_fc,0,8,0.7333,0.0711,1,11,1,1.0507,1.1217
S5,76,fc_search,0,8,0.7333,50.2283,1,11,1,1.13,51.3583
S5,76,min_conflict,1,0,0.5,0.5979,1,0,0,0.0,0.5979
S5,77,utility,0,7,0.6333,0.267,1,12,0,1.2142,1.4812
S5,77,greedy_fc,0,11,0.7333,0.0768,1,17,3,1.6407,1.7175
S5,77,fc_search,0,11,0.7333,50.1957,1,17,3,1.6593,51.855
S5,77,min_conflict,1,0,0.5,0.4612,1,0,0,0.0,0.4612
S5,78,utility,0,10,0.6667,0.2596,1,16,0,1.368,1.6277
S5,78,greedy_fc,0,10,0.8667,0.0728,1,16,0,1.2513,1.3241
S5,78,fc_search,0,10,0.8667,50.2095,1,16,0,1.2595,51.469
S5,78,min_conflict,0,2,0.5333,4.4332,1,4,0,0.509,4.9422
S5,79,utility,0,16,0.8667,0.2376,1,18,0,2.0641,2.3017
S5,79,greedy_fc,0,4,0.6333,0.087,1,9,1,0.9199,1.0069
S5,79,fc_search,1,0,0.5333,0.2004,1,0,0,0.0,0.2004
S5,79,min_conflict,0,1,0.5333,4.5085,1,4,1,0.526,5.0345
S5,80,utility,0,15,0.7667,0.2375,1,17,0,1.736,1.9735
S5,80,greedy_fc,0,11,0.7333,0.0736,1,21,2,3.098,3.1716
S5,80,fc_search,1,0,0.5333,10.3462,1,0,0,0.0,10.3462
S5,80,min_conflict,0,2,0.5333,4.32,1,12,3,1.5767,5.8968
S5,81,utility,0,16,0.8333,0.2474,1,19,0,2.3583,2.6058
S5,81,greedy_fc,0,9,0.7333,0.0681,1,11,1,1.036,1.1041
S5,81,fc_search,1,0,0.5333,0.1842,1,0,0,0.0,0.1842
S5,81,min_conflict,0,1,0.5,4.4001,1,2,0,0.4614,4.8614
S5,82,utility,0,11,0.7667,0.3309,1,14,0,0.9034,1.2343
S5,82,greedy_fc,0,8,0.7,0.0708,1,11,1,1.0305,1.1014
S5,82,fc_search,1,0,0.5667,0.1792,1,0,0,0.0,0.1792
S5,82,min_conflict,1,0,0.5667,0.544,1,0,0,0.0,0.544
S5,83,utility,0,4,0.5667,0.2406,1,8,0,0.8919,1.1325
S5,83,greedy_fc,0,12,0.8333,0.074,1,23,4,2.2538,2.3278
S5,83,fc_search,0,12,0.8333,50.2358,1,23,4,2.7211,52.9569
S5,83,min_conflict,1,0,0.5,0.45,1,0,0,0.0,0.45
S5,84,utility,0,13,0.8333,0.258,1,18,0,2.2838,2.5418
S5,84,greedy_fc,0,5,0.6667,0.0786,1,17,3,1.9026,1.9812
S5,84,fc_search,0,5,0.6667,50.2232,1,17,3,1.9123,52.1355
S5,84,min_conflict,0,2,0.6,4.5062,1,13,4,1.4432,5.9494
S5,85,utility,0,13,0.8333,0.2203,1,16,0,2.0901,2.3103
S5,85,greedy_fc,0,7,0.8,0.0771,1,8,0,0.827,0.9041
S5,85,fc_search,0,7,0.8,50.2493,1,8,0,0.8166,51.0659
S5,85,min_conflict,1,0,0.6,0.5356,1,0,0,0.0,0.5356
S5,86,utility,0,14,0.7333,0.2589,1,16,0,1.8354,2.0943
S5,86,greedy_fc,0,3,0.6667,0.0705,1,14,2,1.4728,1.5432
S5,86,fc_search,0,3,0.6667,50.2054,1,14,2,1.7069,51.9124
S5,86,min_conflict,1,0,0.4333,0.6282,1,0,0,0.0,0.6282
S5,87,utility,0,8,0.7,0.304,1,13,0,1.8869,2.1909
S5,87,greedy_fc,0,5,0.6333,0.068,1,12,3,1.4843,1.5524
S5,87,fc_search,1,0,0.4333,0.2362,1,0,0,0.0,0.2362
S5,87,min_conflict,1,0,0.5,0.4524,1,0,0,0.0,0.4524
S5,88,utility,0,6,0.6333,0.2433,1,11,0,1.099,1.3423
S5,88,greedy_fc,0,5,0.7,0.0705,1,18,3,1.5543,1.6247
S5,88,fc_search,1,0,0.5,0.2458,1,0,0,0.0,0.2458
S5,88,min_conflict,1,0,0.4333,0.4789,1,0,0,0.0,0.4789
S5,89,utility,0,13,0.8,0.2196,1,19,0,2.0618,2.2814
S5,89,greedy_fc,0,5,0.6667,0.067,1,9,1,0.8935,0.9605
S5,89,fc_search,1,0,0.5667,0.458,1,0,0,0.0,0.458
S5,89,min_conflict,0,2,0.5333,4.5623,1,18,3,2.169,6.7313
S5,90,utility,0,6,0.5667,0.2937,1,10,0,0.9611,1.2548
S5,90,greedy_fc,0,11,0.7,0.0717,1,15,2,1.5009,1.5726
S5,90,fc_search,1,0,0.3667,26.1451,1,0,0,0.0,26.1451
S5,90,min_conflict,1,0,0.4667,0.5915,1,0,0,0.0,0.5915
S5,91,utility,0,10,0.6333,1.4017,1,13,0,1.7144,3.1161
S5,91,greedy_fc,0,12,0.7667,0.0722,1,18,0,1.2452,1.3174
S5,91,fc_search,0,12,0.7667,50.1849,1,18,0,1.1057,51.2905
S5,91,min_conflict,0,1,0.4,4.5768,1,7,2,0.935,5.5118
