Method,Feasible,Latency_ms,Stall,RepairAttempted,Repaired,RepairTimeout,CoreSize,Throughput,Energy,HOF,Fairness,Scenario,Size,Load,Mobility,Cells,Seed,AblationConfig
VeriXApp,True,240.27347564697266,False,False,False,False,0,8.076944599887236,6.735220147574058e-05,0.03800000002000001,0.4164626914434434,Scale,32,0.6,3.0,10,14,
Uncoordinated,False,0.020742416381835938,False,False,False,False,0,11.067993085947881,4.734372310597841e-05,0.034000000020000004,0.46960979967990135,Scale,32,0.6,3.0,10,15,
Static priority,False,0.8363723754882812,False,False,False,False,0,9.996667550464494,5.201733451422402e-05,0.03800000002000001,0.4611289950035816,Scale,32,0.6,3.0,10,15,
Continuous only,False,96.47822380065918,True,False,False,False,0,10.86794952741266,4.931933099689375e-05,0.034000000020000004,0.4945627738141144,Scale,32,0.6,3.0,10,15,
CP-SAT,True,11.24429702758789,False,False,False,False,0,10.731558415565644,5.180980976570439e-05,0.036000000020000006,0.45655522349309635,Scale,32,0.6,3.0,10,15,
VeriXApp,True,104.32696342468262,True,True,True,False,10,10.09025187367017,5.153488798004189e-05,0.034000000020000004,0.5089359397058261,Scale,32,0.6,3.0,10,15,
Uncoordinated,False,0.0209808349609375,False,False,False,False,0,10.942858221640709,4.89817184088158e-05,0.04600000002,0.34562335252083065,Scale,32,0.6,3.0,10,16,
Static priority,False,0.7836818695068359,False,False,False,False,0,11.017216527036107,5.046646751796002e-05,0.03200000002,0.39926081230896077,Scale,32,0.6,3.0,10,16,
Continuous only,False,205.23929595947266,True,False,False,False,0,9.555030734185204,5.484022130094002e-05,0.036000000020000006,0.31982925029790055,Scale,32,0.6,3.0,10,16,
CP-SAT,True,9.409427642822266,False,False,False,False,0,12.265728892614755,4.467732857930303e-05,0.036000000020000006,0.4194408959480246,Scale,32,0.6,3.0,10,16,
VeriXApp,True,197.27730751037598,True,True,True,False,8,11.390127973475572,4.705829480126952e-05,0.03200000002,0.39539975876376066,Scale,32,0.6,3.0,10,16,
Uncoordinated,False,0.020742416381835938,False,False,False,False,0,14.785385001480744,3.6522552503429536e-05,0.03200000002,0.5063866716082795,Scale,32,0.6,3.0,10,17,
Static priority,False,0.5433559417724609,False,False,False,False,0,12.484546211699033,3.940872112267533e-05,0.034000000020000004,0.48676988899802176,Scale,32,0.6,3.0,10,17,
Continuous only,True,106.83107376098633,False,False,False,False,0,12.849592231482493,4.264726772086648e-05,0.034000000020000004,0.4660575990308805,Scale,32,0.6,3.0,10,17,
CP-SAT,True,11.977910995483398,False,False,False,False,0,13.068881106257503,4.254381040575707e-05,0.034000000020000004,0.48013426474685467,Scale,32,0.6,3.0,10,17,
VeriXApp,True,110.06355285644531,False,False,False,False,0,12.849592231482493,4.264726772086648e-05,0.034000000020000004,0.4660575990308805,Scale,32,0.6,3.0,10,17,
Uncoordinated,False,0.020742416381835938,False,False,False,False,0,11.914459054538211,4.5323081604306184e-05,0.036000000020000006,0.5281498836100262,Scale,32,0.6,3.0,10,18,
Static priority,False,0.6973743438720703,False,False,False,False,0,13.025665337948794,4.237787365777093e-05,0.034000000020000004,0.5793613321389673,Scale,32,0.6,3.0,10,18,
Continuous only,False,91.98188781738281,True,False,False,False,0,9.339837293293627,5.995821794477107e-05,0.024000000020000002,0.48260239913901565,Scale,32,0.6,3.0,10,18,
CP-SAT,True,11.938810348510742,False,False,False,False,0,11.034367518176458,4.748799594873349e-05,0.03800000002000001,0.5031302406339865,Scale,32,0.6,3.0,10,18,
VeriXApp,True,94.15817260742188,True,True,True,False,2,9.228675185140347,5.98135690037947e-05,0.024000000020000002,0.4874894444740828,Scale,32,0.6,3.0,10,18,
Uncoordinated,False,0.020503997802734375,False,False,False,False,0,11.460491488309005,4.956157426402036e-05,0.03800000002000001,0.5717874457474035,Scale,32,0.6,3.0,10,19,
Static priority,False,0.7116794586181641,False,False,False,False,0,9.57336729291326,5.8077788409056675e-05,0.04000000002,0.5359299892671182,Scale,32,0.6,3.0,10,19,
Continuous only,True,291.9185161590576,False,False,False,False,0,10.653288957619246,4.918668798758477e-05,0.042000000020000004,0.544436437425369,Scale,32,0.6,3.0,10,19,
CP-SAT,True,7.246494293212891,False,False,False,False,0,11.846326274098113,4.625906693100266e-05,0.042000000020000004,0.5688052814338549,Scale,32,0.6,3.0,10,19,
VeriXApp,True,290.6613349914551,False,False,False,False,0,10.653288957619246,4.918668798758477e-05,0.042000000020000004,0.544436437425369,Scale,32,0.6,3.0,10,19,
Uncoordinated,False,0.02574920654296875,False,False,False,False,0,11.570892382771,4.839730432838846e-05,0.03800000002000001,0.38109424779920165,Scale,40,0.6,3.0,10,0,
Static priority,False,1.2352466583251953,False,False,False,False,0,11.007215290984277,4.905872972633686e-05,0.036000000020000006,0.3992039323102772,Scale,40,0.6,3.0,10,0,
Continuous only,True,130.17654418945312,False,False,False,False,0,10.548157298795966,5.157298896766505e-05,0.036000000020000006,0.41253941159590873,Scale,40,0.6,3.0,10,0,
CP-SAT,True,9.151458740234375,False,False,False,False,0,11.397746506074405,4.913251928366272e-05,0.03000000002,0.4027262877002552,Scale,40,0.6,3.0,10,0,
VeriXApp,True,130.2649974822998,False,False,False,False,0,10.548157298795966,5.157298896766505e-05,0.036000000020000006,0.41253941159590873,Scale,40,0.6,3.0,10,0,
Uncoordinated,False,0.03504753112792969,False,False,False,False,0,6.875834670889049,7.853591976058634e-05,0.036000000020000006,0.3575508169379228,Scale,40,0.6,3.0,10,1,
Static priority,False,1.2123584747314453,False,False,False,False,0,6.4492760548560435,8.2489878782507e-05,0.04000000002,0.39553323043041344,Scale,40,0.6,3.0,10,1,
Continuous only,True,403.7506580352783,False,False,False,False,0,7.086168311290459,7.620479450644898e-05,0.03800000002000001,0.3528585804057077,Scale,40,0.6,3.0,10,1,
CP-SAT,True,12.108802795410156,False,False,False,False,0,7.20852290257765,7.713091953986626e-05,0.04000000002,0.3891098237860536,Scale,40,0.6,3.0,10,1,
VeriXApp,True,406.0952663421631,False,False,False,False,0,7.086168311290459,7.620479450644898e-05,0.03800000002000001,0.3528585804057077,Scale,40,0.6,3.0,10,1,
Uncoordinated,False,0.025510787963867188,False,False,False,False,0,11.907712037656927,4.803609611914601e-05,0.03200000002,0.5433009919361619,Scale,40,0.6,3.0,10,2,
Static priority,False,0.8692741394042969,False,False,False,False,0,11.312454415397868,4.808859156679016e-05,0.03800000002000001,0.5075975231029992,Scale,40,0.6,3.0,10,2,
Continuous only,False,349.00665283203125,True,False,False,False,0,10.456724300056024,5.355405612032821e-05,0.03200000002,0.47925996438823165,Scale,40,0.6,3.0,10,2,
CP-SAT,True,8.867979049682617,False,False,False,False,0,10.55843282611095,5.303817424638275e-05,0.034000000020000004,0.5272086626413486,Scale,40,0.6,3.0,10,2,
VeriXApp,True,381.90174102783203,True,True,True,False,12,10.371557103908085,5.283681076137635e-05,0.03200000002,0.48555986890021874,Scale,40,0.6,3.0,10,2,
Uncoordinated,False,0.026226043701171875,False,False,False,False,0,13.1467041568287,4.13791923443743e-05,0.028000000020000002,0.6308854352222296,Scale,40,0.6,3.0,10,3,
Static priority,False,1.3065338134765625,False,False,False,False,0,10.799251715395492,5.0373860554103915e-05,0.04400000002,0.5311749189961229,Scale,40,0.6,3.0,10,3,
Continuous only,True,197.19219207763672,False,False,False,False,0,8.799753316798231,5.7728890994052844e-05,0.03000000002,0.5423136179345843,Scale,40,0.6,3.0,10,3,
CP-SAT,True,17.641544342041016,False,False,False,False,0,12.787309674636097,4.2229367532335714e-05,0.03000000002,0.6208994007044756,Scale,40,0.6,3.0,10,3,
VeriXApp,True,184.21292304992676,False,False,False,False,0,8.799753316798231,5.7728890994052844e-05,0.03000000002,0.5423136179345843,Scale,40,0.6,3.0,10,3,
Uncoordinated,False,0.027418136596679688,False,False,False,False,0,11.7162513196932,4.677263956252774e-05,0.036000000020000006,0.4929334459597212,Scale,40,0.6,3.0,10,4,
Static priority,False,0.5235671997070312,False,False,False,False,0,10.195894813495636,5.17855479737905e-05,0.034000000020000004,0.5352564864948344,Scale,40,0.6,3.0,10,4,
Continuous only,False,155.96699714660645,True,False,False,False,0,9.611609864203263,5.57658922462341e-05,0.034000000020000004,0.45441798750532847,Scale,40,0.6,3.0,10,4,
CP-SAT,True,10.925769805908203,False,False,False,False,0,11.493896070940774,4.941753401059849e-05,0.034000000020000004,0.5209555312528517,Scale,40,0.6,3.0,10,4,
VeriXApp,True,166.34511947631836,True,True,True,False,18,9.902859169833956,5.452970609184724e-05,0.03000000002,0.4720234571893907,Scale,40,0.6,3.0,10,4,
Uncoordinated,False,0.025272369384765625,False,False,False,False,0,9.24089457574192,5.84359009372905e-05,0.04000000002,0.4879728119923868,Scale,40,0.6,3.0,10,5,
Static priority,False,0.6566047668457031,False,False,False,False,0,10.497134708747653,5.106155297343486e-05,0.028000000020000002,0.5627474413531246,Scale,40,0.6,3.0,10,5,
Continuous only,True,119.40884590148926,False,False,False,False,0,10.194855222363044,5.218318341912548e-05,0.03800000002000001,0.5693251928985007,Scale,40,0.6,3.0,10,5,
CP-SAT,True,8.19540023803711,False,False,False,False,0,9.941317972758425,5.552583686716502e-05,0.03000000002,0.5369896022343297,Scale,40,0.6,3.0,10,5,
VeriXApp,True,117.32912063598633,False,False,False,False,0,10.194855222363044,5.218318341912548e-05,0.03800000002000001,0.5693251928985007,Scale,40,0.6,3.0,10,5,
Uncoordinated,False,0.0247955322265625,False,False,False,False,0,12.773554698227152,4.258798845363711e-05,0.038000000019999994,0.47590940822983385,Scale,40,0.6,3.0,10,6,
Static priority,False,0.8742809295654297,False,False,False,False,0,11.430031212817054,4.6894010175489014e-05,0.034000000020000004,0.4550405017311217,Scale,40,0.6,3.0,10,6,
Continuous only,True,302.7496337890625,False,False,False,False,0,12.599537715845576,4.254124334465934e-05,0.036000000020000006,0.4846025706764851,Scale,40,0.6,3.0,10,6,
CP-SAT,True,8.315563201904297,False,False,False,False,0,13.823610322353334,3.935296115229248e-05,0.042000000020000004,0.503799850585102,Scale,40,0.6,3.0,10,6,
VeriXApp,True,299.4387149810791,False,False,False,False,0,12.599537715845576,4.254124334465934e-05,0.036000000020000006,0.4846025706764851,Scale,40,0.6,3.0,10,6,
Uncoordinated,False,0.025272369384765625,False,False,False,False,0,12.983647028343453,4.2515018992350724e-05,0.04000000002,0.44560570542232514,Scale,40,0.6,3.0,10,7,
Static priority,False,0.7522106170654297,False,False,False,False,0,12.53374342555037,4.3083696679093945e-05,0.03200000002,0.47345623130696873,Scale,40,0.6,3.0,10,7,
Continuous only,True,124.82666969299316,False,False,False,False,0,12.40320020316876,4.35371509896326e-05,0.03200000002,0.5267395607786702,Scale,40,0.6,3.0,10,7,
CP-SAT,True,73.01878929138184,False,False,False,False,0,13.811262525092197,3.996738162040803e-05,0.02800000002,0.4784111252355631,Scale,40,0.6,3.0,10,7,
VeriXApp,True,128.04388999938965,False,False,False,False,0,12.40320020316876,4.35371509896326e-05,0.03200000002,0.5267395607786702,Scale,40,0.6,3.0,10,7,
Uncoordinated,False,0.027894973754882812,False,False,False,False,0,13.419569147466596,4.1133958470209823e-05,0.020000000020000002,0.40905861002466104,Scale,40,0.6,3.0,10,8,
Static priority,False,0.5750656127929688,False,False,False,False,0,11.081309432910809,4.8730703105919335e-05,0.024000000020000002,0.3471184051268053,Scale,40,0.6,3.0,10,8,
Continuous only,True,311.30313873291016,False,False,False,False,0,9.504616539712444,5.639364805097296e-05,0.034000000020000004,0.28051522764812614,Scale,40,0.6,3.0,10,8,
CP-SAT,True,9.456396102905273,False,False,False,False,0,11.532075333556014,4.717277543419004e-05,0.02600000002,0.3477272533291228,Scale,40,0.6,3.0,10,8,
VeriXApp,True,309.3605041503906,False,False,False,False,0,9.504616539712444,5.639364805097296e-05,0.034000000020000004,0.28051522764812614,Scale,40,0.6,3.0,10,8,
Uncoordinated,False,0.02765655517578125,False,False,False,False,0,13.941178155598369,4.0455691312825966e-05,0.03200000002,0.46711525462131864,Scale,40,0.6,3.0,10,9,
Static priority,False,1.2326240539550781,False,False,False,False,0,12.726857123812692,4.305854891500746e-05,0.03200000002,0.4943919251007841,Scale,40,0.6,3.0,10,9,
Continuous only,True,333.65797996520996,False,False,False,False,0,12.020454039252543,4.22612988112709e-05,0.03200000002,0.5009326291986859,Scale,40,0.6,3.0,10,9,
CP-SAT,True,13.376712799072266,False,False,False,False,0,12.649950774107134,4.363653344247591e-05,0.034000000020000004,0.41551126323725,Scale,40,0.6,3.0,10,9,
VeriXApp,True,337.96000480651855,False,False,False,False,0,12.020454039252543,4.22612988112709e-05,0.03200000002,0.5009326291986859,Scale,40,0.6,3.0,10,9,
Uncoordinated,False,0.025033950805664062,False,False,False,False,0,14.826151297963303,3.669192287783616e-05,0.034000000020000004,0.5679717460357463,Scale,40,0.6,3.0,10,10,
Static priority,False,1.2080669403076172,False,False,False,False,0,14.21041550143957,3.856326368109965e-05,0.03200000002,0.5619500306610663,Scale,40,0.6,3.0,10,10,
Continuous only,True,123.44598770141602,False,False,False,False,0,11.436470587117661,4.7217364473290394e-05,0.03000000002,0.5002716462161979,Scale,40,0.6,3.0,10,10,
CP-SAT,True,9.835243225097656,False,False,False,False,0,12.280780305353169,4.299401071199408e-05,0.034000000020000004,0.5313485745901437,Scale,40,0.6,3.0,10,10,
VeriXApp,True,120.54038047790527,False,False,False,False,0,11.436470587117661,4.7217364473290394e-05,0.03000000002,0.5002716462161979,Scale,40,0.6,3.0,10,10,
Uncoordinated,False,0.0247955322265625,False,False,False,False,0,8.92393462284674,6.185612326056145e-05,0.034000000020000004,0.6478495328277925,Scale,40,0.6,3.0,10,11,
Static priority,False,0.8168220520019531,False,False,False,False,0,8.903913005890876,6.109673349684422e-05,0.03000000002,0.6122065781561674,Scale,40,0.6,3.0,10,11,
Continuous only,True,310.5494976043701,False,False,False,False,0,8.404267412878554,6.139738000355516e-05,0.034000000020000004,0.5300036230626326,Scale,40,0.6,3.0,10,11,
CP-SAT,True,8.849143981933594,False,False,False,False,0,9.115890002992904,5.96760162552856e-05,0.028000000020000002,0.671697739014517,Scale,40,0.6,3.0,10,11,
VeriXApp,True,307.1408271789551,False,False,False,False,0,8.404267412878554,6.139738000355516e-05,0.034000000020000004,0.5300036230626326,Scale,40,0.6,3.0,10,11,
Uncoordinated,False,0.026702880859375,False,False,False,False,0,13.794585606772053,3.9435762371356695e-05,0.03200000002,0.38458905385970077,Scale,40,0.6,3.0,10,12,
Static priority,False,0.7960796356201172,False,False,False,False,0,11.70570637600787,4.3055923650451655e-05,0.034000000020000004,0.34636855688295504,Scale,40,0.6,3.0,10,12,
Continuous only,False,179.6894073486328,True,False,False,False,0,11.96082400644474,4.314084044058908e-05,0.028000000020000002,0.3503967343804454,Scale,40,0.6,3.0,10,12,
CP-SAT,True,10.38503646850586,False,False,False,False,0,11.664714765672784,4.4578886877737386e-05,0.03200000002,0.33438489596023274,Scale,40,0.6,3.0,10,12,
VeriXApp,True,183.51340293884277,True,True,True,False,6,12.157555156641543,4.310077094026132e-05,0.028000000020000002,0.34869666900030055,Scale,40,0.6,3.0,10,12,
Uncoordinated,False,0.025033950805664062,False,False,False,False,0,13.246571996054813,4.106722857521311e-05,0.03800000002000001,0.42887414211719277,Scale,40,0.6,3.0,10,13,
Static priority,False,1.2454986572265625,False,False,False,False,0,13.075036146363969,4.007637104282262e-05,0.036000000020000006,0.4449140596381365,Scale,40,0.6,3.0,10,13,
Continuous only,True,117.03872680664062,False,False,False,False,0,13.384250492095644,3.915049261140618e-05,0.034000000020000004,0.4478952447607729,Scale,40,0.6,3.0,10,13,
CP-SAT,True,7.702827453613281,False,False,False,False,0,13.602016085703497,3.999407121505873e-05,0.034000000020000004,0.4480250499680712,Scale,40,0.6,3.0,10,13,
VeriXApp,True,118.51334571838379,False,False,False,False,0,13.384250492095644,3.915049261140618e-05,0.034000000020000004,0.4478952447607729,Scale,40,0.6,3.0,10,13,
Uncoordinated,False,0.0247955322265625,False,False,False,False,0,8.921764102240406,6.14228300277955e-05,0.038000000019999994,0.41334325651805315,Scale,40,0.6,3.0,10,14,
Static priority,False,1.0578632354736328,False,False,False,False,0,10.674275889499928,5.021417898025781e-05,0.034000000020000004,0.4181467557683191,Scale,40,0.6,3.0,10,14,
Continuous only,True,99.13492202758789,False,False,False,False,0,8.325317037366533,6.39014703719058e-05,0.03800000002000001,0.4241724783158148,Scale,40,0.6,3.0,10,14,
CP-SAT,True,10.625839233398438,False,False,False,False,0,9.82756587615719,5.413344532145987e-05,0.034000000020000004,0.45113094447584795,Scale,40,0.6,3.0,10,14,
VeriXApp,True,100.21090507507324,False,False,False,False,0,8.325317037366533,6.39014703719058e-05,0.03800000002000001,0.4241724783158148,Scale,40,0.6,3.0,10,14,
Uncoordinated,False,0.025033950805664062,False,False,False,False,0,10.914884206344214,4.83743107135395e-05,0.03200000002,0.4497079915573065,Scale,40,0.6,3.0,10,15,
Static priority,False,1.4100074768066406,False,False,False,False,0,10.77088630775193,5.0135149937601316e-05,0.03200000002,0.4666428268031061,Scale,40,0.6,3.0,10,15,
Continuous only,False,273.08177947998047,True,False,False,False,0,10.107537726742626,5.144675331007459e-05,0.028000000020000002,0.4512693027790003,Scale,40,0.6,3.0,10,15,
CP-SAT,True,8.779525756835938,False,False,False,False,0,11.715758767320288,4.506750356390002e-05,0.02600000002,0.487196454861221,Scale,40,0.6,3.0,10,15,
VeriXApp,True,273.8378047943115,True,True,True,False,2,10.147048610658771,5.124642839039679e-05,0.03000000002,0.45438680448094376,Scale,40,0.6,3.0,10,15,
Uncoordinated,False,0.025510787963867188,False,False,False,False,0,11.852823450305896,4.589623748980759e-05,0.034000000020000004,0.41346581797637083,Scale,40,0.6,3.0,10,16,
Static priority,False,0.54168701171875,False,False,False,False,0,10.21359954446371,5.4828858088875086e-05,0.04000000002,0.33127745374004025,Scale,40,0.6,3.0,10,16,
Continuous only,True,262.2380256652832,False,False,False,False,0,10.239024292323208,5.625536023308986e-05,0.034000000020000004,0.3369310917926974,Scale,40,0.6,3.0,10,16,
CP-SAT,True,8.905887603759766,False,False,False,False,0,10.43949059357583,5.440878507515791e-05,0.036000000020000006,0.3356175566268822,Scale,40,0.6,3.0,10,16,
VeriXApp,True,260.13994216918945,False,False,False,False,0,10.239024292323208,5.625536023308986e-05,0.034000000020000004,0.3369310917926974,Scale,40,0.6,3.0,10,16,
Uncoordinated,False,0.024557113647460938,False,False,False,False,0,14.97311112335541,3.579750364397781e-05,0.03000000002,0.5291679885875981,Scale,40,0.6,3.0,10,17,
Static priority,False,0.8220672607421875,False,False,False,False,0,14.324727672113145,3.769705172484725e-05,0.026000000020000004,0.4940561687516002,Scale,40,0.6,3.0,10,17,
Continuous only,False,221.95959091186523,True,False,False,False,0,11.80385956272501,4.2020154286340445e-05,0.03800000002000001,0.4514861739121101,Scale,40,0.6,3.0,10,17,
CP-SAT,True,13.840675354003906,False,False,False,False,0,12.281855917286888,4.299024541208243e-05,0.03800000002000001,0.4759054921624035,Scale,40,0.6,3.0,10,17,
VeriXApp,True,221.9846248626709,True,True,True,False,2,11.523181110696855,4.304366955923031e-05,0.04400000002,0.4388156193117648,Scale,40,0.6,3.0,10,17,
Uncoordinated,False,0.025033950805664062,False,False,False,False,0,11.772231485903937,4.55308749782746e-05,0.034000000020000004,0.5314364421229818,Scale,40,0.6,3.0,10,18,
Static priority,False,1.2006759643554688,False,False,False,False,0,11.95382539743242,4.55084445282969e-05,0.028000000020000002,0.5261981616332064,Scale,40,0.6,3.0,10,18,
Continuous only,False,325.0401020050049,True,False,False,False,0,10.34430416901865,5.104258260128971e-05,0.034000000020000004,0.548391180678819,Scale,40,0.6,3.0,10,18,
CP-SAT,True,10.010957717895508,False,False,False,False,0,12.567200995433339,4.296899525966242e-05,0.026000000020000004,0.5641416556304921,Scale,40,0.6,3.0,10,18,
VeriXApp,True,325.23465156555176,True,True,True,False,9,10.101300686248328,5.306247350202115e-05,0.03200000002,0.5370051844144836,Scale,40,0.6,3.0,10,18,
Uncoordinated,False,0.025510787963867188,False,False,False,False,0,10.773253527580502,5.160929319788027e-05,0.036000000020000006,0.5998965617063018,Scale,40,0.6,3.0,10,19,
Static priority,False,0.6883144378662109,False,False,False,False,0,10.628809564415672,5.080531330694576e-05,0.03200000002,0.608291248650687,Scale,40,0.6,3.0,10,19,
Continuous only,True,287.0943546295166,False,False,False,False,0,10.752784657899113,4.947555604670154e-05,0.03800000002000001,0.6117393207197056,Scale,40,0.6,3.0,10,19,
CP-SAT,True,10.539054870605469,False,False,False,False,0,10.936273932454608,4.974271889675509e-05,0.036000000020000006,0.6161375144416581,Scale,40,0.6,3.0,10,19,
VeriXApp,True,278.9745330810547,False,False,False,False,0,10.752784657899113,4.947555604670154e-05,0.03800000002000001,0.6117393207197056,Scale,40,0.6,3.0,10,19,
